연도,월,날,시간,강수,기온,습도,풍속
2021,1,1,0.0,0.0,-2.8,50.0,0.9
2021,1,1,1.0,0.0,-2.7,47.0,1.1
2021,1,1,2.0,0.0,-0.7,50.0,1.5
2021,1,1,3.0,0.0,0.2,52.0,1.6
2021,1,1,4.0,0.0,0.1,50.0,1.4
2021,1,1,5.0,0.0,0.3,52.0,1.2
2021,1,1,6.0,0.0,0.4,57.0,1.4
2021,1,1,7.0,0.0,-0.2,61.0,1.3
2021,1,1,8.0,0.0,-0.8,65.0,1.2
2021,1,1,9.0,0.0,-0.9,71.0,1.2
2021,1,1,10.0,0.0,-1.4,77.0,1.2
2021,1,1,11.0,0.0,-1.3,56.0,0.9
2021,1,1,12.0,0.0,-0.8,52.0,1.7
2021,1,1,13.0,0.0,-1.6,50.0,2.0
2021,1,1,14.0,0.0,-2.3,53.0,2.0
2021,1,1,15.0,0.0,-2.9,39.0,1.2
2021,1,1,16.0,0.0,-4.0,33.0,2.0
2021,1,1,17.0,0.0,-4.3,39.0,1.7
2021,1,1,18.0,0.0,-4.6,43.0,1.5
2021,1,1,19.0,0.0,-5.2,45.0,2.1
2021,1,1,20.0,0.0,-5.6,42.0,2.2
2021,1,1,21.0,0.0,-5.8,44.0,1.9
2021,1,1,22.0,0.0,-6.1,43.0,0.7
2021,1,1,23.0,0.0,-5.3,32.0,1.2
2021,1,2,0.0,0.0,-5.0,31.0,1.9
2021,1,2,1.0,0.0,-4.5,29.0,1.7
2021,1,2,2.0,0.0,-2.8,25.0,1.8
2021,1,2,3.0,0.0,-1.3,29.0,1.6
2021,1,2,4.0,0.0,-2.0,32.0,2.4
2021,1,2,5.0,0.0,-1.6,31.0,1.9
2021,1,2,6.0,0.0,-1.1,33.0,1.2
2021,1,2,7.0,0.0,-2.2,41.0,1.6
2021,1,2,8.0,0.0,-2.7,45.0,1.4
2021,1,2,9.0,0.0,-3.0,44.0,0.9
2021,1,2,10.0,0.0,-3.2,47.0,2.0
2021,1,2,11.0,0.0,-3.8,49.0,1.7
2021,1,2,12.0,0.0,-4.3,50.0,1.7
2021,1,2,13.0,0.0,-4.9,50.0,2.1
2021,1,2,14.0,0.0,-5.9,45.0,2.6
2021,1,2,15.0,0.0,-6.4,46.0,1.8
2021,1,2,16.0,0.0,-6.5,48.0,1.7
2021,1,2,17.0,0.0,-6.6,49.0,1.4
2021,1,2,18.0,0.0,-6.5,52.0,1.6
2021,1,2,19.0,0.0,-6.5,50.0,0.9
2021,1,2,20.0,0.0,-6.5,56.0,1.0
2021,1,2,21.0,0.0,-6.5,58.0,0.9
2021,1,2,22.0,0.0,-6.5,61.0,0.7
2021,1,2,23.0,0.0,-4.5,53.0,1.2
2021,1,3,0.0,0.0,-4.0,39.0,0.9
2021,1,3,1.0,0.0,-3.6,30.0,1.8
2021,1,3,2.0,0.0,-1.7,26.0,1.0
2021,1,3,3.0,0.0,-1.4,27.0,2.3
2021,1,3,4.0,0.0,-1.5,29.0,2.3
2021,1,3,5.0,0.0,-1.6,31.0,0.8
2021,1,3,6.0,0.0,-1.8,31.0,1.0
2021,1,3,7.0,0.0,-2.1,32.0,1.6
2021,1,3,8.0,0.0,-2.6,35.0,1.1
2021,1,3,9.0,0.0,-2.8,39.0,0.8
2021,1,3,10.0,0.0,-3.0,42.0,0.7
2021,1,3,11.0,0.0,-3.2,46.0,0.9
2021,1,3,12.0,0.0,-3.1,45.0,0.4
2021,1,3,13.0,0.0,-3.6,46.0,1.5
2021,1,3,14.0,0.0,-4.1,44.0,2.0
2021,1,3,15.0,0.0,-4.4,46.0,1.9
2021,1,3,16.0,0.0,-4.5,49.0,0.8
2021,1,3,17.0,0.0,-5.1,53.0,0.5
2021,1,3,18.0,0.0,-5.4,54.0,0.9
2021,1,3,19.0,0.0,-5.2,55.0,0.7
2021,1,3,20.0,0.0,-5.6,56.0,1.3
2021,1,3,21.0,0.0,-5.9,58.0,2.0
2021,1,3,22.0,0.0,-5.7,51.0,1.1
2021,1,3,23.0,0.0,-4.7,35.0,1.3
2021,1,4,0.0,0.0,-3.8,35.0,1.3
2021,1,4,1.0,0.0,-1.9,37.0,1.7
2021,1,4,2.0,0.0,-1.4,38.0,1.9
2021,1,4,3.0,0.0,-0.6,37.0,1.7
2021,1,4,4.0,0.0,0.1,40.0,0.5
2021,1,4,5.0,0.0,0.4,40.0,1.1
2021,1,4,6.0,0.0,0.0,45.0,1.6
2021,1,4,7.0,0.0,-0.2,49.0,1.5
2021,1,4,8.0,0.0,-0.4,59.0,1.5
2021,1,4,9.0,0.0,-0.3,61.0,1.0
2021,1,4,10.0,0.0,-0.2,58.0,1.8
2021,1,4,11.0,0.0,-0.3,57.0,1.7
2021,1,4,12.0,0.0,0.2,57.0,1.3
2021,1,4,13.0,0.0,-0.7,61.0,1.8
2021,1,4,14.0,0.0,-1.3,65.0,2.2
2021,1,4,15.0,0.0,-1.8,69.0,1.9
2021,1,4,16.0,0.0,-1.7,70.0,0.7
2021,1,4,17.0,0.0,-1.4,73.0,1.9
2021,1,4,18.0,0.0,-2.3,80.0,2.5
2021,1,4,19.0,0.0,-3.0,83.0,1.9
2021,1,4,20.0,0.0,-3.5,81.0,2.0
2021,1,4,21.0,0.0,-4.5,75.0,2.8
2021,1,4,22.0,0.0,-5.3,66.0,2.6
2021,1,4,23.0,0.0,-4.9,56.0,1.8
2021,1,5,0.0,0.0,-4.5,39.0,3.2
2021,1,5,1.0,0.0,-4.0,21.0,2.3
2021,1,5,2.0,0.0,-3.9,22.0,2.1
2021,1,5,3.0,0.0,-3.5,25.0,2.6
2021,1,5,4.0,0.0,-2.6,33.0,2.1
2021,1,5,5.0,0.0,-3.2,36.0,1.5
2021,1,5,6.0,0.0,-3.5,34.0,2.0
2021,1,5,7.0,0.0,-4.1,32.0,2.0
2021,1,5,8.0,0.0,-4.7,34.0,2.1
2021,1,5,9.0,0.0,-5.4,39.0,2.5
2021,1,5,10.0,0.0,-6.1,40.0,2.4
2021,1,5,11.0,0.0,-6.7,43.0,2.4
2021,1,5,12.0,0.0,-7.4,48.0,2.1
2021,1,5,13.0,0.0,-7.9,50.0,1.0
2021,1,5,14.0,0.0,-8.5,55.0,1.2
2021,1,5,15.0,0.0,-9.0,55.0,1.9
2021,1,5,16.0,0.0,-9.2,56.0,2.4
2021,1,5,17.0,0.0,-9.4,55.0,1.9
2021,1,5,18.0,0.0,-9.5,57.0,1.8
2021,1,5,19.0,0.0,-9.3,59.0,1.0
2021,1,5,20.0,0.0,-9.3,59.0,0.8
2021,1,5,21.0,0.0,-9.1,60.0,1.6
2021,1,5,22.0,0.0,-8.6,57.0,1.0
2021,1,5,23.0,0.0,-8.0,45.0,1.6
2021,1,6,0.0,0.0,-7.6,45.0,2.6
2021,1,6,1.0,0.0,-6.8,41.0,2.3
2021,1,6,2.0,0.0,-5.6,31.0,1.6
2021,1,6,3.0,0.0,-5.3,27.0,2.5
2021,1,6,4.0,0.0,-3.0,22.0,1.2
2021,1,6,5.0,0.0,-3.5,21.0,1.0
2021,1,6,6.0,0.0,-2.4,22.0,1.3
2021,1,6,7.0,0.0,-3.3,23.0,3.1
2021,1,6,8.0,0.0,-3.1,22.0,2.1
2021,1,6,9.0,1.0,-6.4,86.0,3.8
2021,1,6,10.0,1.5,-5.8,93.0,3.5
2021,1,6,11.0,0.5,-4.5,94.0,1.0
2021,1,6,12.0,1.0,-5.1,92.0,1.6
2021,1,6,13.0,0.5,-5.8,90.0,1.6
2021,1,6,14.0,0.0,-8.8,81.0,3.3
2021,1,6,15.0,0.0,-10.0,65.0,2.8
2021,1,6,16.0,0.0,-11.3,59.0,2.7
2021,1,6,17.0,0.0,-12.7,58.0,3.3
2021,1,6,18.0,0.0,-13.5,65.0,2.1
2021,1,6,19.0,0.0,-14.4,66.0,2.7
2021,1,6,20.0,0.0,-14.9,65.0,2.5
2021,1,6,21.0,0.0,-15.5,63.0,2.9
2021,1,6,22.0,0.0,-15.7,62.0,2.2
2021,1,6,23.0,0.0,-15.5,52.0,3.8
2021,1,7,0.0,0.0,-15.0,45.0,2.5
2021,1,7,1.0,0.0,-13.9,41.0,2.0
2021,1,7,2.0,0.0,-12.8,41.0,2.2
2021,1,7,3.0,0.0,-13.0,37.0,3.0
2021,1,7,4.0,0.0,-12.0,35.0,2.4
2021,1,7,5.0,0.0,-12.5,35.0,3.3
2021,1,7,6.0,0.0,-12.2,35.0,2.8
2021,1,7,7.0,0.0,-12.6,38.0,2.7
2021,1,7,8.0,0.0,-13.3,41.0,2.2
2021,1,7,9.0,0.0,-13.2,46.0,2.0
2021,1,7,10.0,0.0,-13.3,50.0,2.4
2021,1,7,11.0,0.0,-13.9,51.0,2.3
2021,1,7,12.0,0.0,-14.2,54.0,2.3
2021,1,7,13.0,0.0,-14.5,54.0,3.1
2021,1,7,14.0,0.0,-15.1,54.0,2.7
2021,1,7,15.0,0.0,-15.4,54.0,2.9
2021,1,7,16.0,0.0,-15.8,49.0,2.8
2021,1,7,17.0,0.0,-16.4,45.0,3.0
2021,1,7,18.0,0.0,-16.6,46.0,2.3
2021,1,7,19.0,0.0,-16.799999,46.0,2.6
2021,1,7,20.0,0.0,-16.799999,48.0,2.8
2021,1,7,21.0,0.0,-16.700001,47.0,2.2
2021,1,7,22.0,0.0,-16.799999,49.0,2.0
2021,1,7,23.0,0.0,-16.299999,40.0,2.2
2021,1,8,0.0,0.0,-15.3,38.0,2.1
2021,1,8,1.0,0.0,-14.9,36.0,2.6
2021,1,8,2.0,0.0,-13.9,36.0,2.7
2021,1,8,3.0,0.0,-13.0,37.0,2.4
2021,1,8,4.0,0.0,-11.7,37.0,2.2
2021,1,8,5.0,0.0,-11.4,38.0,2.5
2021,1,8,6.0,0.0,-11.0,38.0,2.6
2021,1,8,7.0,0.0,-11.3,39.0,1.1
2021,1,8,8.0,0.0,-11.9,41.0,2.7
2021,1,8,9.0,0.0,-12.5,45.0,3.1
2021,1,8,10.0,0.0,-12.8,50.0,3.1
2021,1,8,11.0,0.0,-13.4,54.0,3.4
2021,1,8,12.0,0.0,-13.8,53.0,2.7
2021,1,8,13.0,0.0,-14.3,52.0,3.2
2021,1,8,14.0,0.0,-14.2,50.0,1.8
2021,1,8,15.0,0.0,-14.0,48.0,2.2
2021,1,8,16.0,0.0,-13.8,45.0,1.9
2021,1,8,17.0,0.0,-14.0,47.0,1.7
2021,1,8,18.0,0.0,-14.2,51.0,0.9
2021,1,8,19.0,0.0,-14.1,52.0,1.5
2021,1,8,20.0,0.0,-14.0,56.0,1.8
2021,1,8,21.0,0.0,-14.3,57.0,1.2
2021,1,8,22.0,0.0,-14.1,58.0,0.6
2021,1,8,23.0,0.0,-13.5,50.0,2.3
2021,1,9,0.0,0.0,-11.0,40.0,1.0
2021,1,9,1.0,0.0,-9.8,33.0,2.2
2021,1,9,2.0,0.0,-10.6,34.0,2.4
2021,1,9,3.0,0.0,-8.8,35.0,2.3
2021,1,9,4.0,0.0,-8.6,37.0,3.0
2021,1,9,5.0,0.0,-8.2,36.0,2.1
2021,1,9,6.0,0.0,-8.1,38.0,2.2
2021,1,9,7.0,0.0,-8.4,40.0,2.0
2021,1,9,8.0,0.0,-8.8,45.0,1.9
2021,1,9,9.0,0.0,-9.5,46.0,2.3
2021,1,9,10.0,0.0,-9.6,49.0,1.4
2021,1,9,11.0,0.0,-9.8,53.0,2.2
2021,1,9,12.0,0.0,-10.2,56.0,1.3
2021,1,9,13.0,0.0,-10.1,58.0,2.0
2021,1,9,14.0,0.0,-10.3,60.0,0.7
2021,1,9,15.0,0.0,-10.2,61.0,0.7
2021,1,9,16.0,0.0,-11.1,64.0,0.7
2021,1,9,17.0,0.0,-11.1,66.0,1.6
2021,1,9,18.0,0.0,-11.6,69.0,1.6
2021,1,9,19.0,0.0,-11.3,70.0,1.0
2021,1,9,20.0,0.0,-11.9,72.0,0.8
2021,1,9,21.0,0.0,-11.8,74.0,0.9
2021,1,9,22.0,0.0,-12.1,77.0,1.4
2021,1,9,23.0,0.0,-9.3,70.0,0.6
2021,1,10,0.0,0.0,-6.9,47.0,1.2
2021,1,10,1.0,0.0,-7.0,35.0,1.1
2021,1,10,2.0,0.0,-4.7,37.0,0.7
2021,1,10,3.0,0.0,-4.7,36.0,1.0
2021,1,10,4.0,0.0,-3.3,37.0,1.5
2021,1,10,5.0,0.0,-3.9,36.0,1.3
2021,1,10,6.0,0.0,-3.7,41.0,1.5
2021,1,10,7.0,0.0,-3.8,46.0,0.9
2021,1,10,8.0,0.0,-4.1,48.0,1.9
2021,1,10,9.0,0.0,-4.4,50.0,1.4
2021,1,10,10.0,0.0,-4.6,52.0,1.1
2021,1,10,11.0,0.0,-5.0,58.0,1.5
2021,1,10,12.0,0.0,-5.2,62.0,0.4
2021,1,10,13.0,0.0,-6.0,65.0,1.5
2021,1,10,14.0,0.0,-5.6,63.0,2.1
2021,1,10,15.0,0.0,-6.2,67.0,0.9
2021,1,10,16.0,0.0,-6.7,69.0,1.2
2021,1,10,17.0,0.0,-6.8,70.0,1.2
2021,1,10,18.0,0.0,-7.3,72.0,0.3
2021,1,10,19.0,0.0,-8.2,74.0,1.0
2021,1,10,20.0,0.0,-8.4,78.0,1.3
2021,1,10,21.0,0.0,-8.3,80.0,0.7
2021,1,10,22.0,0.0,-7.8,81.0,0.5
2021,1,10,23.0,0.0,-6.7,81.0,0.5
2021,1,11,0.0,0.0,-6.3,73.0,1.6
2021,1,11,1.0,0.0,-5.8,66.0,0.7
2021,1,11,2.0,0.0,-5.1,59.0,1.1
2021,1,11,3.0,0.0,-3.9,50.0,0.7
2021,1,11,4.0,0.0,-4.1,50.0,1.1
2021,1,11,5.0,0.0,-3.4,47.0,0.8
2021,1,11,6.0,0.0,-3.6,46.0,0.7
2021,1,11,7.0,0.0,-3.5,45.0,0.6
2021,1,11,8.0,0.0,-4.0,51.0,1.2
2021,1,11,9.0,0.0,-3.9,54.0,0.4
2021,1,11,10.0,0.0,-4.2,53.0,0.4
2021,1,11,11.0,0.0,-4.4,58.0,0.9
2021,1,11,12.0,0.0,-5.1,62.0,1.6
2021,1,11,13.0,0.0,-5.1,64.0,0.7
2021,1,11,14.0,0.0,-4.7,62.0,1.0
2021,1,11,15.0,0.0,-4.9,65.0,0.3
2021,1,11,16.0,0.0,-4.9,67.0,1.0
2021,1,11,17.0,0.0,-5.5,71.0,0.4
2021,1,11,18.0,0.0,-6.3,75.0,0.6
2021,1,11,19.0,0.0,-6.6,79.0,0.4
2021,1,11,20.0,0.0,-7.0,82.0,0.7
2021,1,11,21.0,0.0,-7.2,83.0,0.7
2021,1,11,22.0,0.0,-7.1,85.0,1.0
2021,1,11,23.0,0.0,-6.0,83.0,0.9
2021,1,12,0.0,0.0,-3.7,72.0,0.7
2021,1,12,1.0,0.0,-1.4,68.0,2.3
2021,1,12,2.0,0.0,-0.3,64.0,2.1
2021,1,12,3.0,0.0,-0.3,73.0,2.6
2021,1,12,4.0,0.0,0.2,78.0,2.4
2021,1,12,5.0,0.0,-1.4,85.0,2.6
2021,1,12,6.0,2.0,-1.1,92.0,1.8
2021,1,12,7.0,1.0,-0.8,94.0,1.6
2021,1,12,8.0,0.0,-0.4,94.0,1.2
2021,1,12,9.0,0.5,-0.2,95.0,1.1
2021,1,12,10.0,0.0,-0.2,95.0,1.2
2021,1,12,11.0,0.0,-0.6,95.0,1.5
2021,1,12,12.0,0.0,-0.4,95.0,1.0
2021,1,12,13.0,0.0,-0.6,95.0,1.8
2021,1,12,14.0,0.0,-0.6,95.0,0.6
2021,1,12,15.0,0.0,-0.5,95.0,0.7
2021,1,12,16.0,0.0,-0.6,95.0,0.6
2021,1,12,17.0,0.0,-1.4,95.0,0.2
2021,1,12,18.0,0.0,-1.5,95.0,0.5
2021,1,12,19.0,0.0,-1.4,95.0,0.6
2021,1,12,20.0,0.0,-1.4,95.0,1.0
2021,1,12,21.0,0.0,-1.3,95.0,1.0
2021,1,12,22.0,0.0,-1.3,95.0,0.8
2021,1,12,23.0,0.0,-0.2,95.0,0.9
2021,1,13,0.0,0.0,2.7,95.0,0.2
2021,1,13,1.0,0.0,4.6,85.0,3.1
2021,1,13,2.0,0.0,5.9,72.0,1.9
2021,1,13,3.0,0.0,7.0,69.0,1.7
2021,1,13,4.0,0.0,8.2,68.0,1.7
2021,1,13,5.0,0.0,8.3,68.0,2.4
2021,1,13,6.0,0.0,7.9,73.0,2.9
2021,1,13,7.0,0.0,7.7,78.0,1.7
2021,1,13,8.0,0.0,6.7,81.0,1.7
2021,1,13,9.0,0.0,6.0,85.0,1.7
2021,1,13,10.0,0.0,4.8,87.0,1.0
2021,1,13,11.0,0.0,4.3,81.0,1.0
2021,1,13,12.0,0.0,4.0,73.0,0.6
2021,1,13,13.0,0.0,2.9,59.0,1.7
2021,1,13,14.0,0.0,2.4,48.0,1.6
2021,1,13,15.0,0.0,1.5,51.0,1.9
2021,1,13,16.0,0.0,0.8,55.0,1.6
2021,1,13,17.0,0.0,0.1,59.0,0.4
2021,1,13,18.0,0.0,-0.4,63.0,1.1
2021,1,13,19.0,0.0,-0.9,69.0,0.9
2021,1,13,20.0,0.0,-1.2,71.0,0.3
2021,1,13,21.0,0.0,-1.1,73.0,0.5
2021,1,13,22.0,0.0,-1.4,72.0,1.0
2021,1,13,23.0,0.0,-0.7,68.0,1.4
2021,1,14,0.0,0.0,1.3,53.0,1.5
2021,1,14,1.0,0.0,2.7,36.0,1.7
2021,1,14,2.0,0.0,4.3,26.0,1.6
2021,1,14,3.0,0.0,5.3,31.0,1.4
2021,1,14,4.0,0.0,6.5,27.0,2.1
2021,1,14,5.0,0.0,7.6,27.0,1.2
2021,1,14,6.0,0.0,7.1,28.0,1.4
2021,1,14,7.0,0.0,6.6,31.0,1.3
2021,1,14,8.0,0.0,5.6,40.0,1.9
2021,1,14,9.0,0.0,5.1,46.0,1.3
2021,1,14,10.0,0.0,4.6,46.0,0.3
2021,1,14,11.0,0.0,4.4,48.0,0.8
2021,1,14,12.0,0.0,3.8,44.0,0.2
2021,1,14,13.0,0.0,4.0,50.0,1.0
2021,1,14,14.0,0.0,3.8,50.0,1.4
2021,1,14,15.0,0.0,3.6,50.0,1.0
2021,1,14,16.0,0.0,3.6,45.0,1.5
2021,1,14,17.0,0.0,3.8,44.0,1.1
2021,1,14,18.0,0.0,4.1,47.0,1.3
2021,1,14,19.0,0.0,7.7,53.0,3.2
2021,1,14,20.0,0.0,7.6,64.0,3.2
2021,1,14,21.0,0.0,7.5,64.0,3.2
2021,1,14,22.0,0.0,7.8,72.0,3.0
2021,1,14,23.0,0.0,8.5,72.0,3.8
2021,1,15,0.0,0.0,8.6,74.0,4.4
2021,1,15,1.0,0.0,9.4,75.0,2.3
2021,1,15,2.0,0.0,10.3,78.0,3.0
2021,1,15,3.0,0.0,10.6,84.0,3.1
2021,1,15,4.0,0.0,9.9,86.0,3.4
2021,1,15,5.0,0.0,8.3,83.0,3.1
2021,1,15,6.0,0.0,6.9,80.0,3.0
2021,1,15,7.0,0.0,6.1,83.0,2.9
2021,1,15,8.0,0.0,4.4,81.0,1.4
2021,1,15,9.0,0.0,3.5,81.0,1.6
2021,1,15,10.0,0.0,2.5,76.0,1.8
2021,1,15,11.0,0.0,1.5,74.0,2.0
2021,1,15,12.0,0.0,1.1,77.0,1.9
2021,1,15,13.0,0.0,0.5,79.0,1.8
2021,1,15,14.0,0.0,0.0,80.0,2.7
2021,1,15,15.0,0.0,-0.4,82.0,1.5
2021,1,15,16.0,0.0,-1.5,81.0,2.3
2021,1,15,17.0,0.0,-2.3,81.0,2.1
2021,1,15,18.0,0.0,-3.0,80.0,2.3
2021,1,15,19.0,0.0,-3.8,78.0,1.9
2021,1,15,20.0,0.0,-4.3,77.0,1.5
2021,1,15,21.0,0.0,-5.0,78.0,1.9
2021,1,15,22.0,0.0,-5.3,78.0,1.9
2021,1,15,23.0,0.0,-5.5,62.0,2.1
2021,1,16,0.0,0.0,-4.9,57.0,2.8
2021,1,16,1.0,0.0,-3.0,48.0,1.8
2021,1,16,2.0,0.0,-2.3,44.0,2.1
2021,1,16,3.0,0.0,-2.1,45.0,1.5
2021,1,16,4.0,0.0,-1.2,44.0,2.9
2021,1,16,5.0,0.0,-2.2,46.0,2.3
2021,1,16,6.0,0.0,-2.7,44.0,1.7
2021,1,16,7.0,0.0,-3.3,49.0,2.2
2021,1,16,8.0,0.0,-3.6,53.0,1.7
2021,1,16,9.0,0.0,-4.1,52.0,2.3
2021,1,16,10.0,0.0,-5.0,45.0,2.5
2021,1,16,11.0,0.0,-5.6,47.0,1.4
2021,1,16,12.0,0.0,-6.5,50.0,3.1
2021,1,16,13.0,0.0,-7.0,48.0,2.4
2021,1,16,14.0,0.0,-7.8,49.0,2.8
2021,1,16,15.0,0.0,-8.0,52.0,2.3
2021,1,16,16.0,0.0,-7.9,52.0,1.7
2021,1,16,17.0,0.0,-8.0,50.0,1.5
2021,1,16,18.0,0.0,-8.1,53.0,1.8
2021,1,16,19.0,0.0,-8.1,50.0,2.0
2021,1,16,20.0,0.0,-8.2,50.0,1.2
2021,1,16,21.0,0.0,-8.3,49.0,1.2
2021,1,16,22.0,0.0,-8.5,51.0,1.1
2021,1,16,23.0,0.0,-7.8,47.0,1.9
2021,1,17,0.0,0.0,-6.3,38.0,2.2
2021,1,17,1.0,0.0,-4.5,34.0,1.4
2021,1,17,2.0,0.0,-3.0,26.0,1.2
2021,1,17,3.0,0.0,-2.6,27.0,1.5
2021,1,17,4.0,0.0,-2.4,37.0,1.3
2021,1,17,5.0,0.0,-2.6,46.0,1.9
2021,1,17,6.0,0.0,-1.6,51.0,1.8
2021,1,17,7.0,0.0,-1.8,53.0,1.4
2021,1,17,8.0,0.0,-2.4,59.0,1.5
2021,1,17,9.0,0.0,-2.5,63.0,1.1
2021,1,17,10.0,0.0,-2.8,68.0,2.4
2021,1,17,11.0,0.0,-3.3,84.0,1.9
2021,1,17,12.0,0.0,-2.7,88.0,1.8
2021,1,17,13.0,0.0,-2.5,90.0,1.1
2021,1,17,14.0,0.0,-2.5,88.0,1.1
2021,1,17,15.0,0.0,-2.6,87.0,1.2
2021,1,17,16.0,0.0,-2.5,88.0,1.7
2021,1,17,17.0,0.0,-2.6,88.0,1.6
2021,1,17,18.0,0.0,-2.7,89.0,0.6
2021,1,17,19.0,0.0,-2.4,89.0,2.2
2021,1,17,20.0,0.0,-2.2,90.0,1.6
2021,1,17,21.0,0.0,-1.6,91.0,1.6
2021,1,17,22.0,0.0,-1.3,89.0,2.4
2021,1,17,23.0,0.0,-1.3,84.0,3.5
2021,1,18,0.0,0.0,-0.8,83.0,1.5
2021,1,18,1.0,0.0,-0.1,86.0,1.9
2021,1,18,2.0,0.0,0.7,79.0,1.2
2021,1,18,3.0,0.0,0.6,67.0,1.7
2021,1,18,4.0,0.0,0.5,65.0,3.4
2021,1,18,5.0,0.0,0.5,56.0,1.9
2021,1,18,6.0,0.0,0.1,28.0,3.8
2021,1,18,7.0,0.0,-2.3,32.0,5.3
2021,1,18,8.0,0.0,-3.7,34.0,3.0
2021,1,18,9.0,0.0,-4.5,41.0,2.9
2021,1,18,10.0,0.0,-4.9,45.0,2.2
2021,1,18,11.0,0.0,-5.2,47.0,1.9
2021,1,18,12.0,0.0,-6.9,45.0,3.1
2021,1,18,13.0,0.0,-7.9,39.0,2.8
2021,1,18,14.0,0.0,-8.7,40.0,3.0
2021,1,18,15.0,0.0,-8.9,42.0,2.5
2021,1,18,16.0,0.0,-9.0,44.0,2.0
2021,1,18,17.0,0.0,-9.3,47.0,1.5
2021,1,18,18.0,0.0,-9.5,48.0,1.4
2021,1,18,19.0,0.0,-9.6,51.0,1.3
2021,1,18,20.0,0.0,-10.0,52.0,1.5
2021,1,18,21.0,0.0,-10.0,53.0,0.4
2021,1,18,22.0,0.0,-9.6,53.0,0.9
2021,1,18,23.0,0.0,-7.8,45.0,1.6
2021,1,19,0.0,0.0,-6.8,37.0,1.1
2021,1,19,1.0,0.0,-6.0,28.0,1.5
2021,1,19,2.0,0.0,-3.6,21.0,1.4
2021,1,19,3.0,0.0,-1.7,19.0,1.1
2021,1,19,4.0,0.0,-2.5,15.0,1.7
2021,1,19,5.0,0.0,-2.0,14.0,1.3
2021,1,19,6.0,0.0,-1.4,16.0,0.9
2021,1,19,7.0,0.0,-1.6,17.0,1.2
2021,1,19,8.0,0.0,-2.1,22.0,0.6
2021,1,19,9.0,0.0,-2.4,26.0,1.0
2021,1,19,10.0,0.0,-2.6,29.0,0.9
2021,1,19,11.0,0.0,-3.1,29.0,0.7
2021,1,19,12.0,0.0,-3.3,32.0,0.1
2021,1,19,13.0,0.0,-3.4,41.0,0.1
2021,1,19,14.0,0.0,-3.7,42.0,0.2
2021,1,19,15.0,0.0,-4.0,45.0,0.8
2021,1,19,16.0,0.0,-4.2,50.0,0.9
2021,1,19,17.0,0.0,-4.5,54.0,0.6
2021,1,19,18.0,0.0,-4.6,57.0,0.8
2021,1,19,19.0,0.0,-4.8,48.0,1.0
2021,1,19,20.0,0.0,-4.8,46.0,0.5
2021,1,19,21.0,0.0,-5.1,47.0,0.9
2021,1,19,22.0,0.0,-4.8,47.0,0.9
2021,1,19,23.0,0.0,-3.3,39.0,1.3
2021,1,20,0.0,0.0,-1.2,34.0,1.5
2021,1,20,1.0,0.0,0.8,31.0,0.9
2021,1,20,2.0,0.0,2.6,28.0,1.1
2021,1,20,3.0,0.0,4.2,24.0,1.5
2021,1,20,4.0,0.0,5.3,22.0,1.4
2021,1,20,5.0,0.0,6.9,19.0,2.0
2021,1,20,6.0,0.0,7.1,19.0,1.9
2021,1,20,7.0,0.0,6.3,20.0,1.2
2021,1,20,8.0,0.0,5.5,29.0,0.8
2021,1,20,9.0,0.0,4.4,37.0,0.3
2021,1,20,10.0,0.0,3.8,41.0,0.1
2021,1,20,11.0,0.0,2.8,44.0,0.5
2021,1,20,12.0,0.0,3.0,49.0,0.5
2021,1,20,13.0,0.0,3.2,42.0,0.5
2021,1,20,14.0,0.0,3.2,41.0,1.4
2021,1,20,15.0,0.0,3.2,40.0,1.3
2021,1,20,16.0,0.0,4.0,40.0,0.9
2021,1,20,17.0,0.0,3.2,41.0,1.0
2021,1,20,18.0,0.0,3.2,43.0,1.0
2021,1,20,19.0,0.0,3.3,44.0,0.7
2021,1,20,20.0,0.0,3.5,45.0,0.8
2021,1,20,21.0,0.0,3.5,45.0,0.7
2021,1,20,22.0,0.0,3.6,45.0,0.8
2021,1,20,23.0,0.0,4.0,44.0,1.2
2021,1,21,0.0,0.0,4.8,44.0,1.1
2021,1,21,1.0,0.0,6.3,43.0,0.6
2021,1,21,2.0,0.0,7.2,41.0,1.2
2021,1,21,3.0,0.0,7.4,42.0,1.4
2021,1,21,4.0,0.0,6.2,57.0,1.1
2021,1,21,5.0,1.0,5.4,75.0,1.2
2021,1,21,6.0,1.0,5.2,86.0,1.0
2021,1,21,7.0,1.5,5.0,90.0,1.2
2021,1,21,8.0,1.5,5.0,93.0,0.9
2021,1,21,9.0,2.0,5.0,94.0,1.4
2021,1,21,10.0,3.0,5.0,95.0,1.8
2021,1,21,11.0,1.5,5.0,95.0,1.7
2021,1,21,12.0,2.5,5.2,95.0,0.4
2021,1,21,13.0,0.0,5.2,95.0,0.3
2021,1,21,14.0,0.0,5.2,95.0,0.7
2021,1,21,15.0,0.0,5.2,95.0,1.2
2021,1,21,16.0,0.0,5.2,95.0,0.9
2021,1,21,17.0,0.0,5.3,95.0,0.8
2021,1,21,18.0,0.0,5.4,95.0,1.2
2021,1,21,19.0,0.0,5.4,95.0,1.3
2021,1,21,20.0,0.0,5.4,95.0,1.4
2021,1,21,21.0,0.0,5.4,95.0,0.9
2021,1,21,22.0,0.0,5.3,95.0,1.4
