연도,월,날,시간,강수,기온,습도,풍속
2023,5,31,2.0,0.0,26.6,39.0,2.3
2023,5,31,3.0,0.0,26.799999,40.0,3.0
2023,5,31,4.0,0.0,27.700001,41.0,2.5
2023,5,31,5.0,0.0,27.0,43.0,2.6
2023,5,31,6.0,0.0,27.0,49.0,3.1
2023,5,31,7.0,0.0,26.700001,52.0,2.2
2023,5,31,8.0,0.0,24.6,60.0,3.0
2023,5,31,9.0,0.0,23.4,68.0,2.6
2023,5,31,10.0,0.0,22.700001,71.0,1.4
2023,5,31,11.0,0.0,22.200001,64.0,1.9
2023,5,31,12.0,0.0,21.6,64.0,1.7
2023,5,31,13.0,0.0,21.200001,65.0,1.0
2023,5,31,14.0,0.0,21.0,65.0,1.8
2023,5,31,15.0,0.0,20.700001,66.0,1.3
2023,5,31,16.0,0.0,20.5,67.0,0.7
2023,5,31,17.0,0.0,20.200001,70.0,1.0
2023,5,31,18.0,0.0,20.1,72.0,1.1
2023,5,31,19.0,0.0,20.0,74.0,1.2
2023,6,31,20.0,0.0,19.9,75.0,1.7
2023,6,31,21.0,0.0,20.9,70.0,0.5
2023,6,31,22.0,0.0,21.9,66.0,1.2
2023,6,31,23.0,0.0,23.299999,57.0,1.0
2023,6,1,0.0,0.0,24.700001,55.0,0.8
2023,6,1,1.0,0.0,25.5,54.0,1.7
2023,6,1,2.0,0.0,25.1,55.0,1.3
2023,6,1,3.0,0.0,25.299999,55.0,1.9
2023,6,1,4.0,0.0,25.799999,53.0,1.3
2023,6,1,5.0,0.0,27.200001,52.0,1.8
2023,6,1,6.0,0.0,26.299999,54.0,2.3
2023,6,1,7.0,0.0,26.299999,53.0,1.3
2023,6,1,8.0,0.0,25.799999,56.0,1.3
2023,6,1,9.0,0.0,24.700001,58.0,2.4
2023,6,1,10.0,0.0,23.700001,58.0,2.3
2023,6,1,11.0,0.0,22.700001,65.0,1.5
2023,6,1,12.0,0.0,22.0,66.0,1.9
2023,6,1,13.0,0.0,21.700001,68.0,2.0
2023,6,1,14.0,0.0,21.200001,71.0,2.0
2023,6,1,15.0,0.0,20.6,72.0,2.0
2023,6,1,16.0,0.0,19.700001,74.0,1.8
2023,6,1,17.0,0.0,19.200001,77.0,1.1
2023,6,1,18.0,0.0,18.700001,81.0,0.9
2023,6,1,19.0,0.0,18.0,85.0,1.6
2023,6,1,20.0,0.0,18.200001,85.0,2.3
2023,6,1,21.0,0.0,18.700001,82.0,2.4
2023,6,1,22.0,0.0,19.0,79.0,2.1
2023,6,1,23.0,0.0,19.1,81.0,1.7
2023,6,2,0.0,0.0,19.6,79.0,1.2
2023,6,2,1.0,0.0,19.9,76.0,2.4
2023,6,2,2.0,0.0,20.200001,76.0,2.0
2023,6,2,3.0,0.0,21.0,73.0,1.3
2023,6,2,4.0,0.0,22.0,72.0,2.2
2023,6,2,5.0,0.0,23.799999,63.0,1.8
2023,6,2,6.0,0.0,25.4,49.0,2.8
2023,6,2,7.0,0.0,23.0,68.0,3.0
2023,6,2,8.0,0.0,21.700001,70.0,3.7
2023,6,2,9.0,0.0,20.5,73.0,2.7
2023,6,2,10.0,0.0,19.799999,76.0,2.6
2023,6,2,11.0,0.0,19.6,77.0,2.3
2023,6,2,12.0,0.0,18.9,82.0,1.7
2023,6,2,13.0,0.0,18.200001,84.0,2.1
2023,6,2,14.0,0.0,17.9,84.0,1.5
2023,6,2,15.0,0.0,17.799999,84.0,1.0
2023,6,2,16.0,0.0,17.700001,84.0,1.0
2023,6,2,17.0,0.0,17.5,85.0,0.2
2023,6,2,18.0,0.0,17.6,85.0,0.0
2023,6,2,19.0,0.0,17.9,83.0,0.1
2023,6,2,20.0,0.0,18.9,79.0,0.6
2023,6,2,21.0,0.0,20.700001,66.0,0.2
2023,6,2,22.0,0.0,22.299999,51.0,1.3
2023,6,2,23.0,0.0,23.700001,40.0,2.1
2023,6,3,0.0,0.0,24.6,36.0,2.5
2023,6,3,1.0,0.0,26.6,31.0,1.9
2023,6,3,2.0,0.0,26.799999,29.0,3.7
2023,6,3,3.0,0.0,28.299999,28.0,2.0
2023,6,3,4.0,0.0,28.0,30.0,3.5
2023,6,3,5.0,0.0,27.1,33.0,3.0
2023,6,3,6.0,0.0,26.700001,33.0,2.9
2023,6,3,7.0,0.0,26.299999,32.0,2.8
2023,6,3,8.0,0.0,24.700001,40.0,2.6
2023,6,3,9.0,0.0,23.700001,36.0,2.3
2023,6,3,10.0,0.0,22.1,45.0,2.8
2023,6,3,11.0,0.0,20.799999,55.0,2.7
2023,6,3,12.0,0.0,19.5,66.0,2.9
2023,6,3,13.0,0.0,18.6,72.0,3.1
2023,6,3,14.0,0.0,18.0,78.0,2.9
2023,6,3,15.0,0.0,17.700001,82.0,3.0
2023,6,3,16.0,0.0,17.6,81.0,1.8
2023,6,3,17.0,0.0,17.200001,87.0,2.5
2023,6,3,18.0,0.0,16.9,85.0,2.6
2023,6,3,19.0,0.0,16.6,85.0,2.1
2023,6,3,20.0,0.0,17.200001,82.0,2.0
2023,6,3,21.0,0.0,18.4,76.0,2.6
2023,6,3,22.0,0.0,19.9,70.0,2.2
2023,6,3,23.0,0.0,21.9,61.0,2.7
2023,6,4,0.0,0.0,24.5,54.0,1.7
2023,6,4,1.0,0.0,25.200001,52.0,2.3
2023,6,4,2.0,0.0,25.299999,45.0,3.0
2023,6,4,3.0,0.0,24.299999,51.0,2.7
2023,6,4,4.0,0.0,25.200001,39.0,1.5
2023,6,4,5.0,0.0,26.9,32.0,1.6
2023,6,4,6.0,0.0,27.200001,29.0,2.7
2023,6,4,7.0,0.0,26.4,27.0,3.3
2023,6,4,8.0,0.0,25.1,29.0,2.5
2023,6,4,9.0,0.0,23.4,36.0,2.9
2023,6,4,10.0,0.0,21.299999,52.0,2.6
2023,6,4,11.0,0.0,20.4,63.0,2.4
2023,6,4,12.0,0.0,20.4,64.0,2.6
2023,6,4,13.0,0.0,20.299999,64.0,1.7
2023,6,4,14.0,0.0,20.0,66.0,2.0
2023,6,4,15.0,0.0,19.200001,71.0,2.1
2023,6,4,16.0,0.0,19.4,70.0,0.9
2023,6,4,17.0,0.0,18.6,73.0,1.5
2023,6,4,18.0,0.0,18.4,76.0,2.3
2023,6,4,19.0,0.0,18.200001,76.0,1.6
2023,6,4,20.0,0.0,19.0,75.0,2.2
2023,6,4,21.0,0.0,19.9,74.0,2.5
2023,6,4,22.0,0.0,21.0,70.0,2.4
2023,6,4,23.0,0.0,21.4,68.0,2.6
2023,6,5,0.0,0.0,22.5,62.0,2.6
2023,6,5,1.0,0.0,24.0,58.0,2.8
2023,6,5,2.0,0.0,24.0,57.0,3.9
2023,6,5,3.0,0.0,24.0,53.0,3.5
2023,6,5,4.0,0.0,25.4,46.0,3.5
2023,6,5,5.0,0.0,25.200001,46.0,3.0
2023,6,5,6.0,0.0,24.5,45.0,4.0
2023,6,5,7.0,0.0,23.299999,51.0,3.8
2023,6,5,8.0,0.0,22.700001,54.0,1.9
2023,6,5,9.0,0.0,21.5,59.0,2.4
2023,6,5,10.0,0.0,20.4,65.0,2.3
2023,6,5,11.0,0.0,20.0,68.0,2.2
2023,6,5,12.0,0.0,19.5,70.0,2.0
2023,6,5,13.0,0.0,19.200001,72.0,1.4
2023,6,5,14.0,0.0,19.1,73.0,1.2
2023,6,5,15.0,0.0,18.700001,74.0,2.1
2023,6,5,16.0,0.0,18.6,75.0,1.4
2023,6,5,17.0,0.0,18.200001,77.0,1.9
2023,6,5,18.0,0.0,18.0,79.0,0.9
2023,6,5,19.0,0.0,17.700001,80.0,0.7
2023,6,5,20.0,0.0,18.1,80.0,1.4
2023,6,5,21.0,0.0,19.200001,76.0,1.7
2023,6,5,22.0,0.0,19.700001,72.0,1.6
2023,6,5,23.0,0.0,20.6,64.0,1.0
2023,6,6,0.0,0.0,22.0,57.0,1.0
2023,6,6,1.0,0.0,23.0,55.0,2.0
2023,6,6,2.0,0.0,24.0,53.0,1.8
2023,6,6,3.0,0.0,24.700001,48.0,3.3
2023,6,6,4.0,0.0,24.0,51.0,3.2
2023,6,6,5.0,0.0,23.9,49.0,2.9
2023,6,6,6.0,0.0,23.200001,51.0,2.8
2023,6,6,7.0,0.0,22.4,56.0,2.5
2023,6,6,8.0,0.0,21.200001,61.0,3.2
2023,6,6,9.0,0.0,20.4,67.0,2.3
2023,6,6,10.0,0.0,19.5,72.0,2.6
2023,6,6,11.0,0.0,19.4,72.0,2.7
2023,6,6,12.0,0.0,19.200001,76.0,2.3
2023,6,6,13.0,0.0,19.1,76.0,2.0
2023,6,6,14.0,0.0,19.0,78.0,1.3
2023,6,6,15.0,0.0,18.9,78.0,2.1
2023,6,6,16.0,0.0,19.0,78.0,1.6
2023,6,6,17.0,0.0,19.1,76.0,1.1
2023,6,6,18.0,0.0,19.1,77.0,2.8
2023,6,6,19.0,0.0,19.0,78.0,1.7
2023,6,6,20.0,0.0,19.1,79.0,1.3
2023,6,6,21.0,0.0,19.299999,78.0,0.8
2023,6,6,22.0,0.0,19.6,77.0,2.6
2023,6,6,23.0,0.0,20.0,76.0,2.2
2023,6,7,0.0,0.0,20.799999,73.0,1.4
2023,6,7,1.0,0.0,21.700001,68.0,1.8
2023,6,7,2.0,0.0,21.9,67.0,2.3
2023,6,7,3.0,0.0,23.200001,64.0,2.4
2023,6,7,4.0,0.0,23.700001,62.0,3.2
2023,6,7,5.0,0.0,24.200001,61.0,3.1
2023,6,7,6.0,0.0,25.0,61.0,2.4
2023,6,7,7.0,0.0,24.299999,66.0,2.4
2023,6,7,8.0,0.0,23.1,73.0,2.2
2023,6,7,9.0,0.0,23.0,71.0,2.9
2023,6,7,10.0,0.0,22.299999,73.0,1.2
2023,6,7,11.0,0.0,21.9,75.0,0.9
2023,6,7,12.0,0.0,21.200001,77.0,0.9
2023,6,7,13.0,0.0,20.5,77.0,1.2
2023,6,7,14.0,0.0,19.9,77.0,1.2
2023,6,7,15.0,0.0,19.1,82.0,1.7
2023,6,7,16.0,0.0,18.5,86.0,1.4
2023,6,7,17.0,0.0,18.5,86.0,1.0
2023,6,7,18.0,0.0,18.299999,85.0,1.2
2023,6,7,19.0,0.0,18.6,83.0,1.4
2023,6,7,20.0,0.0,18.5,83.0,1.1
2023,6,7,21.0,0.0,19.0,81.0,1.3
2023,6,7,22.0,0.0,19.700001,77.0,1.2
2023,6,7,23.0,0.0,20.799999,71.0,2.8
2023,6,8,0.0,0.0,22.200001,66.0,3.2
2023,6,8,1.0,0.0,21.1,71.0,3.1
2023,6,8,2.0,0.0,20.4,75.0,2.4
2023,6,8,3.0,0.0,21.9,69.0,2.4
2023,6,8,4.0,0.0,22.0,67.0,2.3
2023,6,8,5.0,0.0,22.5,66.0,1.8
2023,6,8,6.0,0.0,23.6,62.0,2.6
2023,6,8,7.0,0.0,23.5,65.0,1.6
2023,6,8,8.0,0.0,22.200001,71.0,2.5
2023,6,8,9.0,0.0,21.1,75.0,2.1
2023,6,8,10.0,0.0,20.6,77.0,2.2
2023,6,8,11.0,0.0,20.299999,82.0,2.0
2023,6,8,12.0,0.0,19.5,87.0,2.4
2023,6,8,13.0,0.0,19.799999,84.0,3.0
2023,6,8,14.0,1.0,19.1,92.0,1.7
2023,6,8,15.0,0.0,19.1,94.0,2.1
2023,6,8,16.0,0.5,18.799999,95.0,1.8
2023,6,8,17.0,0.0,18.9,96.0,0.6
2023,6,8,18.0,0.0,18.9,95.0,1.2
2023,6,8,19.0,0.0,18.700001,95.0,2.1
2023,6,8,20.0,0.0,18.700001,94.0,1.5
2023,6,8,21.0,0.0,19.200001,90.0,1.3
2023,6,8,22.0,0.0,21.200001,77.0,1.2
2023,6,8,23.0,0.0,22.1,67.0,1.5
2023,6,9,0.0,0.0,24.299999,58.0,1.9
2023,6,9,1.0,0.0,25.5,53.0,2.1
2023,6,9,2.0,0.0,26.6,50.0,2.5
2023,6,9,3.0,0.0,25.200001,57.0,2.2
2023,6,9,4.0,0.0,27.200001,49.0,2.2
2023,6,9,5.0,0.0,27.6,35.0,2.3
2023,6,9,6.0,0.0,28.200001,29.0,2.2
2023,6,9,7.0,0.0,27.5,33.0,1.6
2023,6,9,8.0,0.0,27.700001,31.0,2.7
2023,6,9,9.0,0.0,26.6,37.0,1.5
2023,6,9,10.0,0.0,25.700001,42.0,1.8
2023,6,9,11.0,0.0,24.700001,48.0,0.4
2023,6,9,12.0,0.0,24.4,46.0,0.7
2023,6,9,13.0,0.0,23.6,52.0,1.1
2023,6,9,14.0,0.0,23.200001,56.0,1.3
2023,6,9,15.0,0.0,22.200001,65.0,0.7
2023,6,9,16.0,0.0,22.0,67.0,0.7
2023,6,9,17.0,0.0,21.4,70.0,1.8
2023,6,9,18.0,0.0,21.6,79.0,2.7
2023,6,9,19.0,0.0,21.5,78.0,2.0
2023,6,9,20.0,0.0,22.0,74.0,2.0
2023,6,9,21.0,0.0,23.1,68.0,2.2
2023,6,9,22.0,0.0,24.5,63.0,3.1
2023,6,9,23.0,0.0,24.799999,60.0,2.8
2023,6,10,0.0,0.0,25.700001,53.0,2.9
2023,6,10,1.0,0.0,27.5,48.0,2.9
2023,6,10,2.0,0.0,28.0,44.0,1.6
2023,6,10,3.0,0.0,28.4,44.0,2.9
2023,6,10,4.0,0.0,28.5,43.0,4.1
2023,6,10,5.0,0.0,27.4,49.0,3.3
2023,6,10,6.0,0.0,24.700001,56.0,3.6
2023,6,10,7.0,0.0,23.9,59.0,2.8
2023,6,10,8.0,0.0,23.5,60.0,2.4
2023,6,10,9.0,0.0,22.4,64.0,2.3
2023,6,10,10.0,0.0,22.200001,66.0,2.6
2023,6,10,11.0,0.0,21.9,69.0,2.9
2023,6,10,12.0,0.0,22.299999,64.0,1.4
2023,6,10,13.0,4.5,20.5,85.0,1.2
2023,6,10,14.0,4.5,19.4,90.0,2.2
2023,6,10,15.0,2.0,19.1,92.0,2.7
2023,6,10,16.0,0.5,18.9,90.0,2.0
2023,6,10,17.0,0.0,18.700001,91.0,2.8
2023,6,10,18.0,0.5,18.799999,90.0,2.2
2023,6,10,19.0,0.5,19.0,86.0,1.2
2023,6,10,20.0,0.0,19.299999,82.0,1.4
2023,6,10,21.0,7.0,18.4,91.0,1.7
2023,6,10,22.0,0.0,20.1,85.0,1.0
2023,6,10,23.0,0.0,21.1,81.0,1.8
2023,6,11,0.0,0.0,21.700001,77.0,1.9
2023,6,11,1.0,0.0,23.1,67.0,1.3
2023,6,11,2.0,0.0,25.9,58.0,1.4
2023,6,11,3.0,0.0,25.5,59.0,3.2
2023,6,11,4.0,0.0,27.5,52.0,1.6
2023,6,11,5.0,0.0,28.1,49.0,1.3
2023,6,11,6.0,0.0,26.5,53.0,1.0
2023,6,11,7.0,0.0,27.200001,48.0,2.5
2023,6,11,8.0,0.0,26.6,54.0,2.2
2023,6,11,9.0,0.0,25.0,61.0,2.7
2023,6,11,10.0,0.0,23.4,64.0,2.0
2023,6,11,11.0,0.0,22.200001,71.0,1.9
2023,6,11,12.0,0.0,21.5,75.0,0.8
2023,6,11,13.0,0.0,20.799999,77.0,2.0
2023,6,11,14.0,0.0,20.4,77.0,2.1
2023,6,11,15.0,0.0,20.1,78.0,0.9
2023,6,11,16.0,0.0,19.4,82.0,1.1
2023,6,11,17.0,0.0,19.0,84.0,1.7
2023,6,11,18.0,0.0,18.799999,85.0,1.1
2023,6,11,19.0,0.0,18.6,86.0,1.1
2023,6,11,20.0,0.0,19.4,79.0,1.6
2023,6,11,21.0,0.0,20.200001,74.0,1.2
2023,6,11,22.0,0.0,22.4,65.0,1.5
2023,6,11,23.0,0.0,24.4,56.0,1.5
2023,6,12,0.0,0.0,25.0,52.0,1.4
2023,6,12,1.0,0.0,25.6,51.0,2.4
2023,6,12,2.0,0.0,26.5,48.0,1.7
2023,6,12,3.0,0.0,27.1,47.0,1.8
2023,6,12,4.0,0.0,27.5,47.0,2.3
2023,6,12,5.0,0.0,25.0,53.0,2.1
2023,6,12,6.0,0.0,24.5,58.0,2.6
2023,6,12,7.0,0.0,23.799999,60.0,2.0
2023,6,12,8.0,0.0,23.6,61.0,1.5
2023,6,12,9.0,0.0,23.700001,62.0,1.3
2023,6,12,10.0,0.0,22.6,65.0,1.7
2023,6,12,11.0,0.0,22.4,68.0,1.5
2023,6,12,12.0,0.0,22.0,70.0,0.8
2023,6,12,13.0,0.0,21.700001,69.0,1.1
2023,6,12,14.0,0.0,21.799999,69.0,0.6
2023,6,12,15.0,0.0,21.700001,70.0,0.8
2023,6,12,16.0,0.0,21.0,73.0,1.2
2023,6,12,17.0,0.0,20.5,75.0,2.1
2023,6,12,18.0,0.0,19.6,79.0,1.4
2023,6,12,19.0,0.0,19.299999,78.0,2.3
2023,6,12,20.0,0.0,19.4,74.0,1.2
2023,6,12,21.0,0.0,20.4,67.0,1.3
2023,6,12,22.0,0.0,21.6,62.0,1.1
2023,6,12,23.0,0.0,22.9,58.0,1.5
2023,6,13,0.0,0.0,24.4,54.0,1.7
2023,6,13,1.0,0.0,24.5,52.0,2.5
2023,6,13,2.0,0.0,24.9,51.0,2.7
2023,6,13,3.0,0.0,25.4,52.0,3.8
2023,6,13,4.0,0.0,26.1,48.0,2.7
2023,6,13,5.0,0.0,25.5,48.0,3.0
2023,6,13,6.0,0.0,25.1,49.0,2.6
2023,6,13,7.0,0.0,24.5,50.0,2.7
2023,6,13,8.0,0.0,23.6,56.0,2.6
2023,6,13,9.0,0.0,23.0,58.0,2.2
2023,6,13,10.0,0.0,22.1,61.0,2.5
2023,6,13,11.0,0.0,21.6,66.0,1.1
2023,6,13,12.0,0.0,21.299999,67.0,1.5
2023,6,13,13.0,0.0,20.799999,72.0,1.7
2023,6,13,14.0,0.0,20.200001,75.0,1.0
2023,6,13,15.0,0.0,19.5,82.0,1.6
2023,6,13,16.0,0.0,19.200001,84.0,1.0
2023,6,13,17.0,0.0,19.0,85.0,0.9
2023,6,13,18.0,0.0,19.0,86.0,1.8
2023,6,13,19.0,0.0,18.5,89.0,1.7
2023,6,13,20.0,0.0,18.799999,85.0,1.0
2023,6,13,21.0,0.0,19.700001,78.0,1.4
2023,6,13,22.0,0.0,20.6,74.0,1.1
2023,6,13,23.0,0.0,22.700001,64.0,2.2
2023,6,14,0.0,0.0,23.9,58.0,1.6
2023,6,14,1.0,0.0,24.1,56.0,1.8
2023,6,14,2.0,0.0,25.1,50.0,1.7
2023,6,14,3.0,0.0,25.1,52.0,1.9
2023,6,14,4.0,0.5,21.299999,74.0,3.5
2023,6,14,5.0,0.5,25.1,59.0,2.0
2023,6,14,6.0,0.0,24.700001,60.0,2.5
2023,6,14,7.0,0.0,25.200001,53.0,2.3
2023,6,14,8.0,0.0,24.799999,53.0,2.2
2023,6,14,9.0,0.0,23.4,61.0,2.6
2023,6,14,10.0,0.0,22.4,67.0,1.3
2023,6,14,11.0,0.0,21.9,68.0,0.9
2023,6,14,12.0,0.0,21.299999,71.0,2.1
2023,6,14,13.0,0.0,21.1,72.0,0.9
2023,6,14,14.0,0.0,20.5,74.0,2.3
2023,6,14,15.0,0.0,19.9,78.0,1.9
2023,6,14,16.0,0.0,19.700001,81.0,1.3
2023,6,14,17.0,0.0,19.299999,82.0,0.9
2023,6,14,18.0,0.0,18.9,84.0,1.2
2023,6,14,19.0,0.0,18.6,85.0,0.9
2023,6,14,20.0,0.0,19.4,82.0,1.2
2023,6,14,21.0,0.0,21.0,76.0,1.0
2023,6,14,22.0,0.0,22.200001,71.0,0.5
2023,6,14,23.0,0.0,23.5,66.0,1.5
2023,6,15,0.0,0.0,23.200001,68.0,1.0
2023,6,15,1.0,1.0,23.0,74.0,1.7
2023,6,15,2.0,0.0,25.5,60.0,1.6
2023,6,15,3.0,0.0,26.1,57.0,2.0
2023,6,15,4.0,0.0,27.1,50.0,2.2
2023,6,15,5.0,0.0,26.200001,55.0,3.3
2023,6,15,6.0,0.0,26.799999,55.0,3.4
2023,6,15,7.0,0.0,26.4,56.0,3.0
2023,6,15,8.0,0.0,25.200001,60.0,3.3
2023,6,15,9.0,0.0,24.200001,63.0,2.4
2023,6,15,10.0,0.0,22.299999,69.0,2.3
2023,6,15,11.0,0.0,21.9,66.0,1.8
2023,6,15,12.0,0.0,21.1,70.0,1.4
2023,6,15,13.0,0.0,20.6,74.0,2.2
2023,6,15,14.0,0.0,20.1,78.0,2.3
2023,6,15,15.0,0.0,19.799999,83.0,2.5
2023,6,15,16.0,0.0,19.5,86.0,2.5
2023,6,15,17.0,0.0,19.4,84.0,2.5
2023,6,15,18.0,0.0,19.200001,85.0,2.7
2023,6,15,19.0,0.0,19.0,85.0,1.9
2023,6,15,20.0,0.0,19.6,84.0,1.0
2023,6,15,21.0,0.0,20.6,79.0,1.4
2023,6,15,22.0,0.0,22.299999,71.0,1.0
2023,6,15,23.0,0.0,23.700001,63.0,2.4
2023,6,16,0.0,0.0,25.200001,57.0,2.4
2023,6,16,1.0,0.0,27.299999,49.0,2.3
2023,6,16,2.0,0.0,27.5,46.0,2.6
2023,6,16,3.0,0.0,28.6,44.0,3.0
2023,6,16,4.0,0.0,28.5,47.0,3.5
2023,6,16,5.0,0.0,29.200001,43.0,2.9
2023,6,16,6.0,0.0,28.799999,41.0,2.3
2023,6,16,7.0,0.0,28.5,39.0,1.9
2023,6,16,8.0,0.0,27.799999,38.0,1.7
2023,6,16,9.0,0.0,26.299999,43.0,2.4
2023,6,16,10.0,0.0,24.9,47.0,1.8
2023,6,16,11.0,0.0,23.9,50.0,1.3
2023,6,16,12.0,0.0,23.1,53.0,1.1
2023,6,16,13.0,0.0,22.799999,55.0,1.2
2023,6,16,14.0,0.0,22.1,61.0,1.2
2023,6,16,15.0,0.0,21.4,63.0,1.1
2023,6,16,16.0,0.0,20.9,64.0,1.4
2023,6,16,17.0,0.0,20.4,66.0,1.4
2023,6,16,18.0,0.0,20.4,68.0,0.6
2023,6,16,19.0,0.0,19.5,75.0,1.4
2023,6,16,20.0,0.0,20.9,66.0,0.9
2023,6,16,21.0,0.0,21.9,59.0,1.2
2023,6,16,22.0,0.0,23.9,52.0,0.6
2023,6,16,23.0,0.0,25.700001,44.0,0.8
2023,6,17,0.0,0.0,27.1,41.0,1.9
2023,6,17,1.0,0.0,28.5,41.0,2.5
2023,6,17,2.0,0.0,29.5,44.0,2.1
2023,6,17,3.0,0.0,29.700001,35.0,2.5
2023,6,17,4.0,0.0,30.6,33.0,1.8
2023,6,17,5.0,0.0,30.700001,31.0,2.0
2023,6,17,6.0,0.0,28.9,37.0,3.3
2023,6,17,7.0,0.0,27.6,37.0,2.6
2023,6,17,8.0,0.0,25.6,40.0,2.8
2023,6,17,9.0,0.0,24.9,41.0,1.9
2023,6,17,10.0,0.0,24.1,49.0,1.6
2023,6,17,11.0,0.0,23.9,53.0,1.3
2023,6,17,12.0,0.0,23.299999,52.0,1.9
2023,6,17,13.0,0.0,22.700001,59.0,1.9
2023,6,17,14.0,0.0,22.200001,65.0,1.6
2023,6,17,15.0,0.0,21.799999,67.0,2.1
2023,6,17,16.0,0.0,21.5,71.0,1.2
2023,6,17,17.0,0.0,21.4,72.0,1.0
2023,6,17,18.0,0.0,21.299999,75.0,0.9
2023,6,17,19.0,0.0,21.299999,74.0,1.0
2023,6,17,20.0,0.0,21.5,76.0,1.1
2023,6,17,21.0,0.0,21.799999,77.0,1.1
2023,6,17,22.0,0.0,24.200001,66.0,0.6
2023,6,17,23.0,0.0,26.1,57.0,1.9
2023,6,18,0.0,0.0,26.700001,48.0,1.2
2023,6,18,1.0,0.0,29.0,30.0,1.9
2023,6,18,2.0,0.0,29.4,35.0,1.7
2023,6,18,3.0,0.0,30.9,35.0,1.4
2023,6,18,4.0,0.0,31.9,37.0,1.9
2023,6,18,5.0,0.0,30.200001,48.0,3.1
2023,6,18,6.0,0.0,29.5,49.0,3.5
2023,6,18,7.0,0.0,29.5,48.0,2.6
2023,6,18,8.0,0.0,28.700001,49.0,2.8
2023,6,18,9.0,0.0,27.0,52.0,2.0
2023,6,18,10.0,0.0,25.799999,54.0,1.4
2023,6,18,11.0,0.0,25.200001,53.0,1.6
2023,6,18,12.0,0.0,24.9,55.0,1.3
2023,6,18,13.0,0.0,24.6,53.0,0.8
2023,6,18,14.0,0.0,24.6,54.0,-1.0
2023,6,18,15.0,0.0,24.200001,57.0,0.9
2023,6,18,16.0,0.0,24.0,60.0,0.7
2023,6,18,17.0,0.0,23.1,60.0,0.6
2023,6,18,18.0,0.0,23.5,62.0,0.2
2023,6,18,19.0,0.0,23.1,64.0,0.6
2023,6,18,20.0,0.0,24.0,64.0,0.2
2023,6,18,21.0,0.0,26.4,59.0,1.1
2023,6,18,22.0,0.0,28.5,51.0,0.9
2023,6,18,23.0,0.0,29.799999,49.0,1.6
2023,6,19,0.0,0.0,30.299999,48.0,1.9
2023,6,19,1.0,0.0,32.5,42.0,2.0
2023,6,19,2.0,0.0,32.799999,41.0,1.9
2023,6,19,3.0,0.0,33.200001,40.0,2.4
2023,6,19,4.0,0.0,33.900002,36.0,2.4
2023,6,19,5.0,0.0,33.799999,38.0,2.7
2023,6,19,6.0,0.0,33.700001,40.0,2.1
2023,6,19,7.0,0.0,33.5,40.0,2.2
2023,6,19,8.0,0.0,31.5,48.0,2.0
2023,6,19,9.0,0.0,29.4,55.0,3.2
2023,6,19,10.0,0.0,26.9,56.0,2.4
2023,6,19,11.0,0.0,26.299999,57.0,2.2
2023,6,19,12.0,0.0,25.700001,59.0,1.7
2023,6,19,13.0,0.0,25.299999,59.0,1.2
2023,6,19,14.0,0.0,25.200001,59.0,0.6
2023,6,19,15.0,0.0,24.700001,61.0,0.9
2023,6,19,16.0,0.0,24.200001,65.0,1.7
2023,6,19,17.0,0.0,24.1,66.0,0.6
2023,6,19,18.0,0.0,24.1,67.0,0.4
2023,6,19,19.0,0.0,24.6,60.0,0.6
2023,6,19,20.0,0.0,24.799999,58.0,1.0
2023,6,19,21.0,0.0,24.9,53.0,2.8
2023,6,19,22.0,0.0,25.700001,47.0,2.5
2023,6,19,23.0,0.0,26.6,45.0,1.7
2023,6,20,0.0,0.0,26.6,43.0,2.2
2023,6,20,1.0,0.0,26.200001,42.0,1.7
2023,6,20,2.0,0.0,25.9,42.0,2.3
2023,6,20,3.0,0.0,25.0,50.0,2.8
2023,6,20,4.0,0.0,25.6,47.0,2.8
2023,6,20,5.0,0.0,25.299999,48.0,3.8
2023,6,20,6.0,0.0,25.9,49.0,1.4
2023,6,20,7.0,0.0,26.299999,47.0,1.1
2023,6,20,8.0,0.0,25.799999,49.0,1.9
2023,6,20,9.0,0.0,25.799999,51.0,2.1
2023,6,20,10.0,0.0,25.4,53.0,2.1
2023,6,20,11.0,0.0,25.4,53.0,2.4
2023,6,20,12.0,0.5,22.700001,73.0,0.6
2023,6,20,13.0,4.5,20.1,90.0,0.7
2023,6,20,14.0,7.5,19.6,93.0,2.4
2023,6,20,15.0,1.0,19.6,93.0,2.5
2023,6,20,16.0,1.0,19.5,90.0,2.4
2023,6,20,17.0,3.0,18.9,91.0,3.1
2023,6,20,18.0,2.5,19.1,94.0,1.8
2023,6,20,19.0,2.0,19.1,94.0,2.4
2023,6,20,20.0,1.0,19.200001,94.0,2.7
2023,6,20,21.0,2.5,19.6,94.0,2.2
2023,6,20,22.0,0.0,19.799999,92.0,2.4
2023,6,20,23.0,0.0,20.6,89.0,2.5
2023,6,21,0.0,0.0,20.5,92.0,2.1
2023,6,21,1.0,0.0,21.0,87.0,1.7
2023,6,21,2.0,0.0,21.1,92.0,1.7
2023,6,21,3.0,0.0,21.4,88.0,1.9
2023,6,21,4.0,0.5,21.1,92.0,1.1
2023,6,21,5.0,0.0,22.299999,83.0,2.4
2023,6,21,6.0,0.0,22.299999,80.0,2.7
2023,6,21,7.0,0.0,23.0,77.0,2.0
